vehicle,vehicle_status,segment,segment_dv_m_per_s,segment_duration_yr,propellant,propellant_isp_s,propellant_cost_usd_per_kg,launch_usd_per_kg_to_leo,propellant_mass_per_kg_payload,in_space_prop_usd_per_kg_payload,total_usd_per_kg_payload_to_segment_end,catalog_date,pipeline_version
Nova,development,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,HTP  (98% peroxide monoprop),165.0,5.0,8167,0.7921235827957978,3.9606179139789885,8170.960617913979,2026-09-23,1.16.0
Eclipse (MLV),development,LEO  →  GTO,2440.0,0.001,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,4908,0.05102108253418258,510.21082534182585,5418.2108253418255,2026-09-23,1.16.0
Eclipse (MLV),development,LEO  →  easy NEA (low-Δv class),4500.0,1.0,Beamed laser-thermal  (H2),900.0,10.0,4908,0.6650549176948393,6.650549176948393,4914.6505491769485,2026-09-23,1.16.0
Eclipse (MLV),development,LEO  →  main-belt asteroid,10500.0,3.5,Krypton  (Hall),2000.0,300.0,4908,0.7080476819570869,212.41430458712608,5120.414304587126,2026-09-23,1.16.0
Eclipse (MLV),development,NEA  →  Earth return (propulsive),5500.0,1.5,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,4908,0.4533859101665485,4.533859101665485,4912.533859101665,2026-09-23,1.16.0
Eclipse (MLV),development,LEO  →  TLI (trans-lunar injection),3150.0,0.01,MMH / NTO  (hypergolic),336.0,59.528301886792455,4908,1.6012288023469088,95.31843153593391,5003.318431535934,2026-09-23,1.16.0
Eclipse (MLV),development,LEO  →  cislunar NRHO depot,3600.0,0.02,Hydrazine arcjet,600.0,75.0,4908,0.8438019699250852,63.28514774438139,4971.285147744381,2026-09-23,1.16.0
Eclipse (MLV),development,GTO  →  GEO (circularise + plane change),1836.0,0.01,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,4908,1.0545904337631105,0.7482890084153536,4908.748289008416,2026-09-23,1.16.0
Eclipse (MLV),development,TLI  →  low lunar orbit (LOI),900.0,0.01,UDMH / NTO  (hypergolic),318.0,47.5,4908,0.3345563682536492,15.891427492048336,4923.891427492048,2026-09-23,1.16.0
Eclipse (MLV),development,LEO  →  trans-Mars injection,3600.0,0.7,Mercury ion  (RETIRED),3000.0,60.0,4908,0.13016760593015353,7.810056355809212,4915.810056355809,2026-09-23,1.16.0
Eclipse (MLV),development,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Antimatter-catalysed,100000.0,6.25e+16,4908,0.0009181658481065558,57385365506659.734,57385365511567.734,2026-09-23,1.16.0
Eclipse (MLV),development,NEA  →  LEO delivery (propulsive),3626.0,1.5,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,4908,2.1755026470017573,10.197668657820737,4918.197668657821,2026-09-23,1.16.0
Eclipse (MLV),development,NEA  →  LEO delivery (aerobraked),100.0,2.0,Solar thermal  (LH2),800.0,10.0,4908,0.012828034949711853,0.12828034949711853,4908.128280349497,2026-09-23,1.16.0
Tianlong-3,development,LEO  →  easy NEA (low-Δv class),4500.0,1.0,kerolox  (RP-1 / LOX),340.0,0.896969696969697,1971,2.8559769519136196,2.561724781110398,1973.5617247811103,2026-09-23,1.16.0
Tianlong-3,development,LEO  →  hard NEA,8500.0,2.0,Iodine  (Hall / gridded),2000.0,60.0,1971,0.5424613048957048,32.54767829374229,2003.5476782937424,2026-09-23,1.16.0
Tianlong-3,development,Asteroid station-keeping,200.0,0.5,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,1971,0.005111600947564909,0.40892807580519275,1971.4089280758053,2026-09-23,1.16.0
Tianlong-3,development,Main belt  →  Earth return,7500.0,4.0,Hydrazine  (monoprop),220.0,75.0,1971,31.340013497642033,2350.5010123231523,4321.501012323152,2026-09-23,1.16.0
Tianlong-3,development,TLI  →  NRHO insertion,450.0,0.01,Electrospray  (ionic liquid),2500.0,2000.0,1971,0.018524378240880823,37.04875648176164,2008.0487564817618,2026-09-23,1.16.0
Tianlong-3,development,LEO  →  GTO (perigee burn),2455.0,0.001,Mass driver  (regolith reaction mass),306.0,0.1,1971,1.2662027977737202,0.12662027977737203,1971.1266202797774,2026-09-23,1.16.0
Tianlong-3,development,GEO  →  Earth (deorbit to entry),1488.0,0.01,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,1971,0.6066769487883765,32.35610393538008,2003.3561039353801,2026-09-23,1.16.0
Tianlong-3,development,NRHO  →  low lunar orbit,730.0,0.01,Solar sail  (photonic),inf,0.0,1971,0.0,0.0,1971.0,2026-09-23,1.16.0
Tianlong-3,development,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Magnetic sail / electric sail,inf,0.0,1971,0.0,0.0,1971.0,2026-09-23,1.16.0
Tianlong-3,development,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Cold gas  (GN2),70.0,1.0,1971,2.710118075525866,2.710118075525866,1973.7101180755258,2026-09-23,1.16.0
Tianlong-3,development,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Solar thermal steam  (water),190.0,2.0,1971,0.6597018038996871,1.3194036077993743,1972.3194036077994,2026-09-23,1.16.0
Long March 10,development,LEO  →  Earth escape (C3=0),3200.0,0.003,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,3029,1.0583876509829158,1.6934202415726651,3030.6934202415728,2026-09-23,1.16.0
Long March 10,development,LEO  →  average NEA,6500.0,1.5,Water  (electrothermal / resistojet),190.0,2.0,3029,31.7368984224723,63.4737968449446,3092.4737968449444,2026-09-23,1.16.0
Long March 10,development,LEO  →  main-belt asteroid,10500.0,3.5,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,3029,162.78933589765126,406.9733397441281,3435.973339744128,2026-09-23,1.16.0
Long March 10,development,NEA  →  Earth return (aerocap),1500.0,1.5,Xenon  (Hall / ion),3000.0,10000.0,3029,0.05230796161013229,523.0796161013229,3552.079616101323,2026-09-23,1.16.0
Long March 10,development,LEO  →  TLI (trans-lunar injection),3150.0,0.01,FEEP  (indium field emission),6000.0,250.0,3029,0.05499402265417652,13.74850566354413,3042.748505663544,2026-09-23,1.16.0
Long March 10,development,LEO  →  cislunar NRHO depot,3600.0,0.02,Nuclear pulse  (Orion),10000.0,50000.0,3029,0.03739190907097267,1869.5954535486337,4898.5954535486335,2026-09-23,1.16.0
Long March 10,development,LEO  →  GEO depot,4291.0,0.01,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,3029,5.436329426004729,2718.1647130023644,5747.164713002365,2026-09-23,1.16.0
Long March 10,development,TLI  →  low lunar orbit (LOI),900.0,0.01,"Nuclear thermal  (LH2, NTP)",900.0,10.0,3029,0.10735204606807192,1.0735204606807192,3030.073520460681,2026-09-23,1.16.0
Long March 10,development,LEO  →  trans-Mars injection,3600.0,0.7,Momentum-exchange tether,inf,0.0,3029,0.0,0.0,3029.0,2026-09-23,1.16.0
Long March 10,development,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,Solid  (APCP),285.0,15.0,3029,4.003202618156942,60.048039272354124,3089.0480392723543,2026-09-23,1.16.0
Long March 10,development,NEA  →  LEO delivery (propulsive),3626.0,1.5,"VASIMR  (argon, variable Isp)",4000.0,10.0,3029,0.09684433951933658,0.9684433951933658,3029.9684433951934,2026-09-23,1.16.0
Long March 9,development,LEO  →  GTO,2440.0,0.001,methalox  (LCH4 / LOX),380.0,0.24347826086956526,4713,0.9246904455080878,0.2251420215150127,4713.225142021515,2026-09-23,1.16.0
Long March 9,development,LEO  →  easy NEA (low-Δv class),4500.0,1.0,Water  (gridded ion / ECR),900.0,2.0,4713,0.6650549176948393,1.3301098353896785,4714.3301098353895,2026-09-23,1.16.0
Long March 9,development,LEO  →  hard NEA,8500.0,2.0,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,4713,3.94900201371048,148.32836831985705,4861.328368319857,2026-09-23,1.16.0
Long March 9,development,NEA  →  Earth return (propulsive),5500.0,1.5,Argon  (Hall / ion),1500.0,10.0,4713,0.4533859101665485,4.533859101665485,4717.533859101665,2026-09-23,1.16.0
Long March 9,development,Main belt  →  Earth return,7500.0,4.0,PPT  (PTFE pulsed plasma),1000.0,25.0,4713,1.1485370307920175,28.713425769800438,4741.713425769801,2026-09-23,1.16.0
Long March 9,development,TLI  →  NRHO insertion,450.0,0.01,Direct fusion drive,10000.0,1000000.0,4713,0.004599267269733698,4599.2672697336975,9312.267269733697,2026-09-23,1.16.0
Long March 9,development,GTO  →  GEO (circularise + plane change),1836.0,0.01,HTP  (98% peroxide monoprop),165.0,5.0,4713,2.110134710799623,10.550673553998116,4723.550673553998,2026-09-23,1.16.0
Long March 9,development,GEO  →  Earth (deorbit to entry),1488.0,0.01,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,4713,0.030811910655788255,308.11910655788256,5021.119106557882,2026-09-23,1.16.0
Long March 9,development,NRHO  →  low lunar orbit,730.0,0.01,Beamed laser-thermal  (H2),900.0,10.0,4713,0.0862270993271026,0.862270993271026,4713.862270993271,2026-09-23,1.16.0
Long March 9,development,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Krypton  (Hall),2000.0,300.0,4713,0.04695633859769743,14.086901579309231,4727.08690157931,2026-09-23,1.16.0
Long March 9,development,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,4713,0.06309341354847708,0.6309341354847708,4713.6309341354845,2026-09-23,1.16.0
Long March 9,development,NEA  →  LEO delivery (aerobraked),100.0,2.0,MMH / NTO  (hypergolic),336.0,59.528301886792455,4713,0.03081391282081425,1.8342999047107351,4714.834299904711,2026-09-23,1.16.0
Soyuz-5,development,LEO  →  Earth escape (C3=0),3200.0,0.003,Hydrazine arcjet,600.0,75.0,2934,0.7226238918501466,54.196791888761,2988.196791888761,2026-09-23,1.16.0
Soyuz-5,development,LEO  →  average NEA,6500.0,1.5,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,2934,11.798020780482084,8.371334490100027,2942.3713344901003,2026-09-23,1.16.0
Soyuz-5,development,Asteroid station-keeping,200.0,0.5,UDMH / NTO  (hypergolic),318.0,47.5,2934,0.06623429993843333,3.1461292470755833,2937.146129247076,2026-09-23,1.16.0
Soyuz-5,development,NEA  →  Earth return (aerocap),1500.0,1.5,Mercury ion  (RETIRED),3000.0,60.0,2934,0.05230796161013229,3.1384776966079375,2937.138477696608,2026-09-23,1.16.0
Soyuz-5,development,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Antimatter-catalysed,100000.0,6.25e+16,2934,0.003217270411575379,201079400723461.2,201079400726395.2,2026-09-23,1.16.0
Soyuz-5,development,LEO  →  GTO (perigee burn),2455.0,0.001,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,2934,1.1865250143003627,5.5618360045329505,2939.561836004533,2026-09-23,1.16.0
Soyuz-5,development,LEO  →  GEO depot,4291.0,0.01,Solar thermal  (LH2),800.0,10.0,2934,0.727975140054836,7.27975140054836,2941.2797514005483,2026-09-23,1.16.0
Soyuz-5,development,NRHO  →  low lunar orbit,730.0,0.01,kerolox  (RP-1 / LOX),340.0,0.896969696969697,2934,0.24475543050367077,0.21953820433056528,2934.2195382043305,2026-09-23,1.16.0
Soyuz-5,development,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Iodine  (Hall / gridded),2000.0,60.0,2934,0.1130123878360414,6.780743270162484,2940.7807432701625,2026-09-23,1.16.0
Soyuz-5,development,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,2934,0.12155719681666799,9.72457574533344,2943.7245757453334,2026-09-23,1.16.0
Soyuz-5,development,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Hydrazine  (monoprop),220.0,75.0,2934,0.5489092241449558,41.16819181087168,2975.1681918108716,2026-09-23,1.16.0
Epsilon S,development,LEO  →  GTO,2440.0,0.001,Electrospray  (ionic liquid),2500.0,2000.0,22000,0.10464531593132476,209.29063186264952,22209.29063186265,2026-09-23,1.16.0
Epsilon S,development,LEO  →  easy NEA (low-Δv class),4500.0,1.0,Mass driver  (regolith reaction mass),306.0,0.1,22000,3.4798190999851117,0.3479819099985112,22000.34798191,2026-09-23,1.16.0
Epsilon S,development,LEO  →  main-belt asteroid,10500.0,3.5,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,22000,27.38735568973286,1460.6589701190858,23460.658970119086,2026-09-23,1.16.0
Epsilon S,development,NEA  →  Earth return (propulsive),5500.0,1.5,Solar sail  (photonic),inf,0.0,22000,0.0,0.0,22000.0,2026-09-23,1.16.0
Epsilon S,development,Main belt  →  Earth return,7500.0,4.0,Magnetic sail / electric sail,inf,0.0,22000,0.0,0.0,22000.0,2026-09-23,1.16.0
Epsilon S,development,LEO  →  cislunar NRHO depot,3600.0,0.02,Cold gas  (GN2),70.0,1.0,22000,188.47456797905315,188.47456797905315,22188.474567979054,2026-09-23,1.16.0
Epsilon S,development,GTO  →  GEO (circularise + plane change),1836.0,0.01,Solar thermal steam  (water),190.0,2.0,22000,1.6787971720703507,3.3575943441407015,22003.35759434414,2026-09-23,1.16.0
Epsilon S,development,TLI  →  low lunar orbit (LOI),900.0,0.01,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,22000,0.22512249984105637,0.36019599974569017,22000.360195999747,2026-09-23,1.16.0
Epsilon S,development,LEO  →  trans-Mars injection,3600.0,0.7,Water  (electrothermal / resistojet),190.0,2.0,22000,5.903951143604084,11.807902287208169,22011.807902287208,2026-09-23,1.16.0
Epsilon S,development,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,22000,0.5480889490345904,1.370222372586476,22001.370222372585,2026-09-23,1.16.0
Epsilon S,development,NEA  →  LEO delivery (propulsive),3626.0,1.5,Xenon  (Hall / ion),3000.0,10000.0,22000,0.13116683760296732,1311.6683760296733,23311.668376029673,2026-09-23,1.16.0
Epsilon S,development,NEA  →  LEO delivery (aerobraked),100.0,2.0,FEEP  (indium field emission),6000.0,250.0,22000,0.0017009720361762515,0.42524300904406287,22000.425243009046,2026-09-23,1.16.0
Hyperbola-3,development,LEO  →  Earth escape (C3=0),3200.0,0.003,Nuclear pulse  (Orion),10000.0,50000.0,4988,0.033169145570771885,1658.4572785385942,6646.457278538594,2026-09-23,1.16.0
Hyperbola-3,development,LEO  →  hard NEA,8500.0,2.0,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,4988,38.97823729501452,19489.11864750726,24477.11864750726,2026-09-23,1.16.0
Hyperbola-3,development,Asteroid station-keeping,200.0,0.5,"Nuclear thermal  (LH2, NTP)",900.0,10.0,4988,0.022919056607677124,0.22919056607677124,4988.229190566077,2026-09-23,1.16.0
Hyperbola-3,development,NEA  →  Earth return (aerocap),1500.0,1.5,Momentum-exchange tether,inf,0.0,4988,0.0,0.0,4988.0,2026-09-23,1.16.0
Hyperbola-3,development,TLI  →  NRHO insertion,450.0,0.01,Solid  (APCP),285.0,15.0,4988,0.1746941585298858,2.620412377948287,4990.620412377948,2026-09-23,1.16.0
Hyperbola-3,development,LEO  →  GTO (perigee burn),2455.0,0.001,"VASIMR  (argon, variable Isp)",4000.0,10.0,4988,0.06458503269686378,0.6458503269686378,4988.645850326969,2026-09-23,1.16.0
Hyperbola-3,development,GEO  →  Earth (deorbit to entry),1488.0,0.01,methalox  (LCH4 / LOX),380.0,0.24347826086956526,4988,0.49077989322320015,0.1194942348717357,4988.119494234872,2026-09-23,1.16.0
Hyperbola-3,development,NRHO  →  low lunar orbit,730.0,0.01,Water  (gridded ion / ECR),900.0,2.0,4988,0.0862270993271026,0.1724541986542052,4988.172454198654,2026-09-23,1.16.0
Hyperbola-3,development,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,4988,0.4845222415788999,18.19912809832941,5006.199128098329,2026-09-23,1.16.0
Hyperbola-3,development,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Argon  (Hall / ion),1500.0,10.0,4988,0.06309341354847708,0.6309341354847708,4988.6309341354845,2026-09-23,1.16.0
Hyperbola-3,development,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,PPT  (PTFE pulsed plasma),1000.0,25.0,4988,0.10104663138127234,2.5261657845318086,4990.526165784532,2026-09-23,1.16.0
SLS Block 1B (Cargo),concept,LEO  →  GTO,2440.0,0.001,Direct fusion drive,10000.0,1000000.0,25238,0.025193192785722074,25193.192785722073,50431.19278572207,2026-09-23,1.16.0
SLS Block 1B (Cargo),concept,LEO  →  average NEA,6500.0,1.5,HTP  (98% peroxide monoprop),165.0,5.0,25238,54.5377999613447,272.68899980672353,25510.688999806724,2026-09-23,1.16.0
SLS Block 1B (Cargo),concept,LEO  →  main-belt asteroid,10500.0,3.5,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,25238,0.23879657547648647,2387.965754764865,27625.965754764864,2026-09-23,1.16.0
SLS Block 1B (Cargo),concept,NEA  →  Earth return (propulsive),5500.0,1.5,Beamed laser-thermal  (H2),900.0,10.0,25238,0.8648113738070802,8.648113738070801,25246.648113738072,2026-09-23,1.16.0
SLS Block 1B (Cargo),concept,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Krypton  (Hall),2000.0,300.0,25238,0.17422141630707588,52.266424892122764,25290.26642489212,2026-09-23,1.16.0
SLS Block 1B (Cargo),concept,LEO  →  cislunar NRHO depot,3600.0,0.02,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,25238,0.2772788174938945,2.772788174938945,25240.772788174938,2026-09-23,1.16.0
SLS Block 1B (Cargo),concept,LEO  →  GEO depot,4291.0,0.01,MMH / NTO  (hypergolic),336.0,59.528301886792455,25238,2.6776081452090406,159.39346600253816,25397.393466002537,2026-09-23,1.16.0
SLS Block 1B (Cargo),concept,TLI  →  low lunar orbit (LOI),900.0,0.01,Hydrazine arcjet,600.0,75.0,25238,0.16527537438270223,12.395653078702667,25250.395653078704,2026-09-23,1.16.0
SLS Block 1B (Cargo),concept,LEO  →  trans-Mars injection,3600.0,0.7,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,25238,3.103805674301375,2.202318166351422,25240.20231816635,2026-09-23,1.16.0
SLS Block 1B (Cargo),concept,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,UDMH / NTO  (hypergolic),318.0,47.5,25238,3.2333542300075235,153.58432592535738,25391.584325925356,2026-09-23,1.16.0
SLS Block 1B (Cargo),concept,NEA  →  LEO delivery (propulsive),3626.0,1.5,Mercury ion  (RETIRED),3000.0,60.0,25238,0.13116683760296732,7.870010256178039,25245.870010256178,2026-09-23,1.16.0
SLS Block 1B (Cargo),concept,NEA  →  LEO delivery (aerobraked),100.0,2.0,Antimatter-catalysed,100000.0,6.25e+16,25238,0.00010197682058032953,6373551286270.596,6373551311508.596,2026-09-23,1.16.0
SpinLaunch Orbital,concept,LEO  →  easy NEA (low-Δv class),4500.0,1.0,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,6250,3.1953464566232626,14.978186515421543,6264.978186515422,2026-09-23,1.16.0
SpinLaunch Orbital,concept,LEO  →  hard NEA,8500.0,2.0,Solar thermal  (LH2),800.0,10.0,6250,1.954851737868093,19.54851737868093,6269.548517378681,2026-09-23,1.16.0
SpinLaunch Orbital,concept,NEA  →  Earth return (propulsive),5500.0,1.5,kerolox  (RP-1 / LOX),340.0,0.896969696969697,6250,4.204590021896218,3.771389837822062,6253.771389837822,2026-09-23,1.16.0
SpinLaunch Orbital,concept,Main belt  →  Earth return,7500.0,4.0,Iodine  (Hall / gridded),2000.0,60.0,6250,0.4657888766094582,27.94733259656749,6277.947332596567,2026-09-23,1.16.0
SpinLaunch Orbital,concept,TLI  →  NRHO insertion,450.0,0.01,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,6250,0.01153786092125575,0.9230288737004599,6250.923028873701,2026-09-23,1.16.0
SpinLaunch Orbital,concept,GTO  →  GEO (circularise + plane change),1836.0,0.01,Hydrazine  (monoprop),220.0,75.0,6250,1.3419865693512252,100.64899270134188,6350.648992701342,2026-09-23,1.16.0
SpinLaunch Orbital,concept,GEO  →  Earth (deorbit to entry),1488.0,0.01,Electrospray  (ionic liquid),2500.0,2000.0,6250,0.06257319514983695,125.1463902996739,6375.146390299674,2026-09-23,1.16.0
SpinLaunch Orbital,concept,NRHO  →  low lunar orbit,730.0,0.01,Mass driver  (regolith reaction mass),306.0,0.1,6250,0.275407368783515,0.027540736878351502,6250.027540736878,2026-09-23,1.16.0
SpinLaunch Orbital,concept,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,6250,0.3321513408223806,17.71473817719363,6267.714738177194,2026-09-23,1.16.0
SpinLaunch Orbital,concept,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Solar sail  (photonic),inf,0.0,6250,0.0,0.0,6250.0,2026-09-23,1.16.0
SpinLaunch Orbital,concept,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Magnetic sail / electric sail,inf,0.0,6250,0.0,0.0,6250.0,2026-09-23,1.16.0
Light-gas gun (orbital),concept,LEO  →  Earth escape (C3=0),3200.0,0.003,Cold gas  (GN2),70.0,1.0,10000,104.80098514351683,104.80098514351683,10104.800985143516,2026-09-23,1.16.0
Light-gas gun (orbital),concept,LEO  →  average NEA,6500.0,1.5,Solar thermal steam  (water),190.0,2.0,10000,31.7368984224723,63.4737968449446,10063.473796844944,2026-09-23,1.16.0
Light-gas gun (orbital),concept,Asteroid station-keeping,200.0,0.5,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,10000,0.04615358580226081,0.07384573728361729,10000.073845737285,2026-09-23,1.16.0
Light-gas gun (orbital),concept,NEA  →  Earth return (aerocap),1500.0,1.5,Water  (electrothermal / resistojet),190.0,2.0,10000,1.2367839900528934,2.473567980105787,10002.473567980105,2026-09-23,1.16.0
Light-gas gun (orbital),concept,LEO  →  TLI (trans-lunar injection),3150.0,0.01,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,10000,3.616211372684578,9.040528431711445,10009.040528431711,2026-09-23,1.16.0
Light-gas gun (orbital),concept,LEO  →  GTO (perigee burn),2455.0,0.001,Xenon  (Hall / ion),3000.0,10000.0,10000,0.08702735863743993,870.2735863743993,10870.2735863744,2026-09-23,1.16.0
Light-gas gun (orbital),concept,LEO  →  GEO depot,4291.0,0.01,FEEP  (indium field emission),6000.0,250.0,10000,0.07565169359459789,18.912923398649472,10018.91292339865,2026-09-23,1.16.0
Light-gas gun (orbital),concept,TLI  →  low lunar orbit (LOI),900.0,0.01,Nuclear pulse  (Orion),10000.0,50000.0,10000,0.009219687798885934,460.9843899442967,10460.984389944297,2026-09-23,1.16.0
Light-gas gun (orbital),concept,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,10000,1.4873944693998107,743.6972346999054,10743.697234699905,2026-09-23,1.16.0
Light-gas gun (orbital),concept,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,"Nuclear thermal  (LH2, NTP)",900.0,10.0,10000,0.6650549176948393,6.650549176948393,10006.650549176948,2026-09-23,1.16.0
Light-gas gun (orbital),concept,NEA  →  LEO delivery (propulsive),3626.0,1.5,Momentum-exchange tether,inf,0.0,10000,0.0,0.0,10000.0,2026-09-23,1.16.0
StarTram (maglev),concept,LEO  →  GTO,2440.0,0.001,Solid  (APCP),285.0,15.0,40,1.3941306902036077,20.911960353054116,60.91196035305411,2026-09-23,1.16.0
StarTram (maglev),concept,LEO  →  easy NEA (low-Δv class),4500.0,1.0,"VASIMR  (argon, variable Isp)",4000.0,10.0,40,0.12155719681666799,1.21557196816668,41.21557196816668,2026-09-23,1.16.0
StarTram (maglev),concept,LEO  →  main-belt asteroid,10500.0,3.5,methalox  (LCH4 / LOX),380.0,0.24347826086956526,40,15.737252174088052,3.831678790212744,43.83167879021274,2026-09-23,1.16.0
StarTram (maglev),concept,NEA  →  Earth return (propulsive),5500.0,1.5,Water  (gridded ion / ECR),900.0,2.0,40,0.8648113738070802,1.7296227476141603,41.72962274761416,2026-09-23,1.16.0
StarTram (maglev),concept,Main belt  →  Earth return,7500.0,4.0,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,40,3.100243737739408,116.44817941752899,156.448179417529,2026-09-23,1.16.0
StarTram (maglev),concept,LEO  →  cislunar NRHO depot,3600.0,0.02,Argon  (Hall / ion),1500.0,10.0,40,0.2772788174938945,2.772788174938945,42.772788174938945,2026-09-23,1.16.0
StarTram (maglev),concept,GTO  →  GEO (circularise + plane change),1836.0,0.01,PPT  (PTFE pulsed plasma),1000.0,25.0,40,0.20589242766557492,5.1473106916393725,45.147310691639376,2026-09-23,1.16.0
StarTram (maglev),concept,GEO  →  Earth (deorbit to entry),1488.0,0.01,Direct fusion drive,10000.0,1000000.0,40,0.015289077384263106,15289.077384263106,15329.077384263106,2026-09-23,1.16.0
StarTram (maglev),concept,LEO  →  trans-Mars injection,3600.0,0.7,HTP  (98% peroxide monoprop),165.0,5.0,40,8.251959563304872,41.25979781652436,81.25979781652435,2026-09-23,1.16.0
StarTram (maglev),concept,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,40,0.018524378240880823,185.24378240880824,225.24378240880824,2026-09-23,1.16.0
StarTram (maglev),concept,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Beamed laser-thermal  (H2),900.0,10.0,40,0.10735204606807192,1.0735204606807192,41.07352046068072,2026-09-23,1.16.0
StarTram (maglev),concept,NEA  →  LEO delivery (aerobraked),100.0,2.0,Krypton  (Hall),2000.0,300.0,40,0.005111600947564909,1.5334802842694728,41.53348028426947,2026-09-23,1.16.0
Skylon / SABRE,concept,LEO  →  Earth escape (C3=0),3200.0,0.003,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,1000,0.2430144763606803,2.430144763606803,1002.4301447636068,2026-09-23,1.16.0
Skylon / SABRE,concept,LEO  →  hard NEA,8500.0,2.0,MMH / NTO  (hypergolic),336.0,59.528301886792455,1000,12.192377877090829,725.7915509853126,1725.7915509853126,2026-09-23,1.16.0
Skylon / SABRE,concept,Asteroid station-keeping,200.0,0.5,Hydrazine arcjet,600.0,75.0,1000,0.034574820051586075,2.593111503868956,1002.593111503869,2026-09-23,1.16.0
Skylon / SABRE,concept,NEA  →  Earth return (aerocap),1500.0,1.5,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,1000,0.8009203056866347,0.5682963188120453,1000.568296318812,2026-09-23,1.16.0
Skylon / SABRE,concept,TLI  →  NRHO insertion,450.0,0.01,UDMH / NTO  (hypergolic),318.0,47.5,1000,0.15523000664527808,7.373425315650709,1007.3734253156507,2026-09-23,1.16.0
Skylon / SABRE,concept,LEO  →  GTO (perigee burn),2455.0,0.001,Mercury ion  (RETIRED),3000.0,60.0,1000,0.08702735863743993,5.221641518246396,1005.2216415182464,2026-09-23,1.16.0
Skylon / SABRE,concept,LEO  →  GEO depot,4291.0,0.01,Antimatter-catalysed,100000.0,6.25e+16,1000,0.004385189195257766,274074324703610.38,274074324704610.38,2026-09-23,1.16.0
Skylon / SABRE,concept,NRHO  →  low lunar orbit,730.0,0.01,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,1000,0.2619053497213828,1.227681326818982,1001.227681326819,2026-09-23,1.16.0
Skylon / SABRE,concept,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Solar thermal  (LH2),800.0,10.0,1000,0.3069229824121569,3.0692298241215688,1003.0692298241215,2026-09-23,1.16.0
